placement_id,job_title,job_post_date,fill_date,days_to_fill,placement_fee,client_id,recruiter_id,candidate_country,client_country,daily_rate,is_fast_fill,fee_category
1317,HR Manager,2023-07-27,2023-08-27,31,7671.54,20,4,India,United States,247.47,False,High
1318,Data Analyst,2024-06-18,2024-07-12,24,2690.98,99,13,India,UAE,112.12,True,Medium
1319,Data Analyst,2024-04-29,2024-06-06,38,3899.98,1,26,Kenya,United States,102.63,False,Medium
1320,Junior Developer,2023-01-01,2023-01-24,23,1430.0,7,5,India,Australia,62.17,True,Low
1321,HR Manager,2024-05-27,2024-07-01,35,6324.21,31,18,Nigeria,Canada,180.69,False,High
1322,HR Manager,2024-06-18,2024-07-24,36,6531.22,11,29,Philippines,Australia,181.42,False,High
1323,Junior Developer,2023-05-27,2023-06-27,31,3836.47,72,15,Nigeria,Canada,123.76,False,Medium
1324,Data Analyst,2024-03-21,2024-04-28,38,3056.1,23,1,Kenya,UAE,80.42,False,Medium
1325,Data Analyst,2023-07-15,2023-08-19,35,3185.47,23,30,Nigeria,United Kingdom,91.01,False,Medium
1326,Data Analyst,2023-11-14,2023-12-13,29,2477.8199999999997,48,30,India,UAE,85.44,False,Medium
1327,Data Analyst,2024-05-05,2024-05-29,24,1100.58,90,23,Philippines,UAE,45.86,True,Low
1328,Senior IT Support,2024-04-27,2024-05-29,32,7855.7,81,15,India,Canada,245.49,False,High
1329,Senior IT Support,2023-06-06,2023-06-28,22,5590.39,23,28,Pakistan,United States,254.11,True,High
1330,Senior IT Support,2023-03-05,2023-03-26,21,3280.24,70,9,Pakistan,United States,156.2,True,Medium
1331,Senior IT Support,2023-11-21,2023-12-26,35,4663.32,22,29,Kenya,Australia,133.24,False,Medium
1332,Senior IT Support,2023-03-04,2023-04-04,31,7702.73,98,17,Kenya,United States,248.48,False,High
1333,Senior IT Support,2023-07-23,2023-08-22,30,5590.39,53,6,Kenya,United Kingdom,186.35,False,High
1334,Data Analyst,2023-03-30,2023-04-25,26,1353.14,60,3,India,United Kingdom,52.04,True,Low
1335,Junior Developer,2023-01-21,2023-02-19,29,3188.65,2,7,Nigeria,UAE,109.95,False,Medium
1336,Junior Developer,2023-07-15,2023-08-09,25,1923.35,95,5,Philippines,UAE,76.93,True,Low
1337,Data Analyst,2023-11-20,2023-12-11,21,1534.01,25,9,Pakistan,United States,73.05,True,Low
1338,Data Analyst,2024-05-16,2024-06-04,19,3092.67,47,12,Pakistan,Australia,162.77,True,Medium
1339,Junior Developer,2024-01-30,2024-03-04,34,1110.19,73,7,Philippines,Canada,32.65,False,Low
1340,Data Analyst,2024-05-30,2024-07-01,32,1622.34,96,26,India,UAE,50.7,False,Low
1341,Junior Developer,2023-02-02,2023-02-25,23,1774.64,67,22,Pakistan,United States,77.16,True,Low
1342,HR Manager,2024-01-22,2024-02-17,26,5934.1,5,11,Philippines,United Kingdom,228.23,True,High
1343,Senior IT Support,2023-12-11,2024-01-11,31,3793.75,13,6,Kenya,UAE,122.38,False,Medium
1344,HR Manager,2024-03-25,2024-04-18,24,5733.89,59,19,India,Australia,238.91,True,High
1345,HR Manager,2024-01-18,2024-02-19,32,5367.86,62,22,Kenya,Canada,167.75,False,High
1346,Junior Developer,2024-06-03,2024-06-25,22,3289.52,55,25,India,UAE,149.52,True,Medium
1347,Senior IT Support,2023-11-04,2023-12-06,32,3820.13,90,17,Kenya,United States,119.38,False,Medium
1348,Junior Developer,2023-02-25,2023-04-04,38,1389.67,40,26,Kenya,United States,36.57,False,Low
1349,HR Manager,2023-06-01,2023-07-04,33,4979.97,23,10,Nigeria,UAE,150.91,False,Medium
1350,Junior Developer,2023-09-08,2023-09-25,17,3573.29,72,28,Pakistan,UAE,210.19,True,Medium
1351,Junior Developer,2024-02-08,2024-03-01,22,2034.14,61,22,Pakistan,Canada,92.46,True,Medium
1352,Junior Developer,2023-05-12,2023-06-16,35,3289.17,18,13,Nigeria,UAE,93.98,False,Medium
1353,HR Manager,2023-12-22,2024-01-23,32,5984.69,95,19,Nigeria,United Kingdom,187.02,False,High
1354,Junior Developer,2023-12-15,2024-01-15,31,3303.53,1,20,India,Australia,106.57,False,Medium
1355,Senior IT Support,2023-07-12,2023-08-15,34,6227.89,39,14,Nigeria,United Kingdom,183.17,False,High
1356,Junior Developer,2024-02-01,2024-02-29,28,2277.13,62,2,India,UAE,81.33,True,Medium
1357,Junior Developer,2023-04-19,2023-05-15,26,2194.65,11,12,Philippines,United Kingdom,84.41,True,Medium
1358,Senior IT Support,2024-06-03,2024-07-05,32,3804.42,59,1,Kenya,Canada,118.89,False,Medium
1359,HR Manager,2024-03-11,2024-04-16,36,4416.9,82,4,Kenya,Australia,122.69,False,Medium
1360,HR Manager,2023-12-10,2024-01-19,40,5510.31,47,4,Nigeria,United States,137.76,False,High
1361,HR Manager,2023-01-08,2023-02-09,32,7351.57,91,19,Philippines,UAE,229.74,False,High
1362,HR Manager,2023-02-10,2023-03-12,30,5174.44,63,15,India,UAE,172.48,False,High
1363,Data Analyst,2023-10-31,2023-11-24,24,1756.98,4,18,Pakistan,UAE,73.21,True,Low
1364,Data Analyst,2023-11-01,2023-11-20,19,2251.18,77,4,Pakistan,UAE,118.48,True,Medium
1365,HR Manager,2023-04-07,2023-05-03,26,4243.13,19,21,Kenya,Canada,163.2,True,Medium
1366,Data Analyst,2023-09-07,2023-10-05,28,3915.56,94,27,Philippines,Australia,139.84,True,Medium
1367,Senior IT Support,2023-05-31,2023-07-03,33,3382.68,93,21,Kenya,United Kingdom,102.51,False,Medium
1368,Senior IT Support,2023-11-06,2023-12-08,32,4688.86,3,6,Philippines,UAE,146.53,False,Medium
1369,Senior IT Support,2023-04-30,2023-06-05,36,7184.27,74,9,Kenya,UAE,199.56,False,High
1370,Junior Developer,2024-04-29,2024-06-02,34,2471.31,56,9,Kenya,United States,72.69,False,Medium
1371,Senior IT Support,2023-10-19,2023-11-18,30,6023.11,53,7,India,United Kingdom,200.77,False,High
1372,Junior Developer,2023-11-22,2023-12-26,34,1824.31,29,1,Nigeria,UAE,53.66,False,Low
1373,Data Analyst,2024-04-16,2024-05-09,23,3184.49,82,20,India,UAE,138.46,True,Medium
1374,HR Manager,2023-12-15,2024-01-14,30,4416.9,57,5,Philippines,Canada,147.23,False,Medium
1375,HR Manager,2024-02-04,2024-03-14,39,1631.91,5,22,Nigeria,Australia,41.84,False,Low
1376,HR Manager,2023-08-01,2023-08-26,25,2683.98,68,12,Pakistan,UAE,107.36,True,Medium
1377,Data Analyst,2023-06-09,2023-07-13,34,2354.5,22,20,India,UAE,69.25,False,Medium
1378,HR Manager,2023-10-18,2023-11-19,32,4416.9,63,8,Kenya,Canada,138.03,False,Medium
1379,Junior Developer,2023-05-07,2023-06-12,36,2135.29,28,7,Nigeria,United Kingdom,59.31,False,Medium
1380,Junior Developer,2024-02-15,2024-03-16,30,3594.68,46,25,Kenya,United States,119.82,False,Medium
1381,Data Analyst,2023-04-19,2023-05-22,33,1958.21,88,21,Philippines,UAE,59.34,False,Low
1382,HR Manager,2024-04-20,2024-05-22,32,4125.5,58,6,Philippines,United States,128.92,False,Medium
1383,Senior IT Support,2024-04-20,2024-05-18,28,5663.33,88,30,Philippines,United Kingdom,202.26,True,High
1384,HR Manager,2023-01-30,2023-03-04,33,7871.24,18,20,Philippines,Australia,238.52,False,High
1385,HR Manager,2023-09-13,2023-10-08,25,7727.45,81,16,Philippines,United Kingdom,309.1,True,High
1386,HR Manager,2023-06-15,2023-07-07,22,5760.29,93,28,India,United States,261.83,True,High
1387,Junior Developer,2023-02-01,2023-02-23,22,1968.17,60,15,Pakistan,United States,89.46,True,Low
1388,HR Manager,2024-04-17,2024-05-22,35,7948.57,15,26,Kenya,Australia,227.1,False,High
1389,Junior Developer,2023-03-13,2023-04-15,33,1734.59,5,22,Nigeria,Canada,52.56,False,Low
1390,HR Manager,2024-03-03,2024-04-08,36,4416.9,92,18,Nigeria,United Kingdom,122.69,False,Medium
1391,Senior IT Support,2023-03-03,2023-04-10,38,5192.61,51,27,Kenya,United Kingdom,136.65,False,High
1392,HR Manager,2023-05-30,2023-06-27,28,5142.94,98,27,India,Australia,183.68,True,High
1393,Senior IT Support,2023-12-14,2024-01-23,40,6609.97,32,26,Nigeria,Canada,165.25,False,High
1394,Senior IT Support,2024-04-14,2024-05-10,26,4650.13,63,25,India,United States,178.85,True,Medium
1395,Data Analyst,2024-04-06,2024-05-08,32,1885.88,73,9,Nigeria,Australia,58.93,False,Low
1396,Junior Developer,2024-01-15,2024-02-01,17,2471.31,92,10,Pakistan,UAE,145.37,True,Medium
1397,Data Analyst,2023-10-29,2023-11-26,28,2425.85,89,5,Kenya,United States,86.64,True,Medium
1398,HR Manager,2023-08-05,2023-09-04,30,4286.53,19,19,Kenya,United Kingdom,142.88,False,Medium
1399,HR Manager,2023-12-19,2024-01-15,27,5384.87,76,28,India,Australia,199.44,True,High
1400,Data Analyst,2023-06-23,2023-07-23,30,2133.94,62,6,India,Canada,71.13,False,Medium
1401,Senior IT Support,2023-08-19,2023-09-22,34,5590.39,29,5,Nigeria,UAE,164.42,False,High
1402,Senior IT Support,2024-04-15,2024-05-23,38,6249.98,82,30,Kenya,United Kingdom,164.47,False,High
1403,Junior Developer,2023-02-03,2023-03-14,39,3224.13,13,11,Nigeria,Australia,82.67,False,Medium
1404,Senior IT Support,2024-06-19,2024-07-08,19,5590.39,33,26,Pakistan,United States,294.23,True,High
1405,Junior Developer,2023-07-01,2023-08-06,36,1685.02,78,9,Kenya,Australia,46.81,False,Low
1406,Junior Developer,2023-05-16,2023-06-08,23,3200.01,8,7,India,United States,139.13,True,Medium
1407,HR Manager,2023-02-22,2023-03-25,31,2392.81,82,3,India,United States,77.19,False,Medium
1408,HR Manager,2023-08-09,2023-09-03,25,3416.93,39,19,Philippines,United Kingdom,136.68,True,Medium
1409,Senior IT Support,2023-07-19,2023-08-20,32,6599.91,82,20,Kenya,Canada,206.25,False,High
1410,HR Manager,2023-06-30,2023-07-19,19,6006.77,62,17,Pakistan,UAE,316.15,True,High
1411,Data Analyst,2023-10-09,2023-11-08,30,3601.78,65,10,Kenya,Canada,120.06,False,Medium
1412,HR Manager,2024-06-05,2024-06-22,17,1019.55,21,6,Pakistan,United Kingdom,59.97,True,Low
1413,Data Analyst,2023-12-17,2024-01-20,34,1283.7,69,27,Nigeria,United States,37.76,False,Low
1414,Senior IT Support,2024-05-28,2024-07-01,34,6814.26,99,17,India,Canada,200.42,False,High
1415,Data Analyst,2023-06-08,2023-07-03,25,3782.65,25,25,Pakistan,Canada,151.31,True,Medium
1416,Junior Developer,2024-06-12,2024-07-12,30,2830.37,84,20,Nigeria,Canada,94.35,False,Medium
1417,Data Analyst,2023-11-07,2023-12-16,39,1686.17,40,11,Nigeria,UAE,43.24,False,Low
1418,Data Analyst,2024-02-07,2024-03-17,39,2349.12,1,25,Nigeria,Canada,60.23,False,Medium
1419,Data Analyst,2024-04-12,2024-05-03,21,2937.38,3,27,Pakistan,United States,139.88,True,Medium
1420,Data Analyst,2023-11-26,2023-12-28,32,1884.39,49,11,India,Australia,58.89,False,Low
1421,Junior Developer,2024-03-26,2024-04-30,35,3392.42,14,3,Philippines,United States,96.93,False,Medium
1422,HR Manager,2023-02-17,2023-03-09,20,3824.48,50,23,Pakistan,Canada,191.22,True,Medium
1423,HR Manager,2023-12-17,2024-01-12,26,4416.9,48,15,India,UAE,169.88,True,Medium
1424,Junior Developer,2024-02-28,2024-03-21,22,2471.31,20,19,Pakistan,UAE,112.33,True,Medium
1425,Senior IT Support,2023-09-24,2023-10-23,29,5191.31,38,23,Kenya,United Kingdom,179.01,False,High
1426,Data Analyst,2024-04-01,2024-04-17,16,3871.6,28,6,Pakistan,UAE,241.98,True,Medium
1427,HR Manager,2023-09-23,2023-10-20,27,4811.02,96,30,Philippines,United Kingdom,178.19,True,Medium
1428,HR Manager,2023-02-19,2023-03-07,16,5136.65,8,30,Pakistan,Australia,321.04,True,High
1429,HR Manager,2023-12-01,2023-12-23,22,7978.27,63,10,India,Australia,362.65,True,High
1430,Senior IT Support,2023-04-26,2023-05-28,32,6672.17,66,28,India,United Kingdom,208.51,False,High
1431,Junior Developer,2024-03-17,2024-04-19,33,3255.72,60,15,Kenya,United States,98.66,False,Medium
1432,Senior IT Support,2024-04-09,2024-05-10,31,3908.37,89,24,Kenya,Canada,126.08,False,Medium
1433,HR Manager,2024-02-04,2024-03-03,28,4416.9,29,11,Nigeria,Canada,157.75,True,Medium
1434,Junior Developer,2024-06-29,2024-07-18,19,2753.13,86,7,Pakistan,Australia,144.9,True,Medium
1435,Junior Developer,2023-11-12,2023-12-15,33,1566.54,4,18,Nigeria,Australia,47.47,False,Low
1436,Junior Developer,2023-12-02,2023-12-30,28,2620.23,30,22,Nigeria,United States,93.58,True,Medium
1437,Junior Developer,2023-08-11,2023-09-06,26,2272.85,4,5,India,Canada,87.42,True,Medium
1438,Senior IT Support,2023-08-02,2023-08-23,21,5219.76,58,15,Pakistan,Canada,248.56,True,High
1439,HR Manager,2023-06-29,2023-07-24,25,5951.09,75,24,India,Australia,238.04,True,High
1440,Junior Developer,2024-01-02,2024-01-19,17,1361.07,41,14,Pakistan,United States,80.06,True,Low
1441,Data Analyst,2024-04-12,2024-05-05,23,2433.94,49,26,India,Canada,105.82,True,Medium
1442,Data Analyst,2023-03-08,2023-04-02,25,2081.18,84,10,Philippines,United States,83.25,True,Medium
1443,HR Manager,2023-10-09,2023-11-05,27,4416.9,42,2,Kenya,United States,163.59,True,Medium
1444,Junior Developer,2023-06-09,2023-07-10,31,2693.74,61,25,Nigeria,United Kingdom,86.89,False,Medium
1445,Junior Developer,2024-01-16,2024-02-09,24,3599.04,21,14,Pakistan,United States,149.96,True,Medium
1446,Junior Developer,2023-07-05,2023-07-28,23,3225.9,15,26,Pakistan,United States,140.26,True,Medium
1447,Junior Developer,2023-09-29,2023-10-21,22,1918.19,4,26,Pakistan,United Kingdom,87.19,True,Low
1448,HR Manager,2024-02-22,2024-03-15,22,1102.67,49,25,India,Australia,50.12,True,Low
1449,Junior Developer,2023-08-17,2023-09-20,34,2471.31,9,4,Kenya,Canada,72.69,False,Medium
1450,HR Manager,2023-01-01,2023-01-31,30,3672.03,61,29,Philippines,UAE,122.4,False,Medium
1451,Data Analyst,2023-04-09,2023-04-29,20,3870.72,96,27,Pakistan,Australia,193.54,True,Medium
1452,Junior Developer,2023-05-27,2023-06-20,24,2544.2,11,24,India,United Kingdom,106.01,True,Medium
1453,Data Analyst,2023-08-20,2023-09-21,32,3660.75,94,22,Kenya,UAE,114.4,False,Medium
1454,HR Manager,2023-10-01,2023-11-03,33,6341.78,17,11,India,Canada,192.18,False,High
1455,Junior Developer,2023-02-05,2023-03-09,32,2738.11,50,21,India,United Kingdom,85.57,False,Medium
1456,Junior Developer,2023-09-01,2023-10-02,31,1042.97,42,1,Nigeria,Australia,33.64,False,Low
1457,Data Analyst,2024-02-20,2024-03-22,31,1563.24,28,15,Philippines,Australia,50.43,False,Low
1458,HR Manager,2024-06-10,2024-07-10,30,3589.1,44,29,India,United States,119.64,False,Medium
1459,HR Manager,2023-04-09,2023-05-06,27,3316.02,44,25,India,Australia,122.82,True,Medium
1460,Data Analyst,2023-05-10,2023-06-02,23,2477.8199999999997,59,27,India,United Kingdom,107.73,True,Medium
1461,Data Analyst,2024-04-08,2024-05-01,23,1378.9,11,28,Pakistan,Australia,59.95,True,Low
1462,Junior Developer,2023-01-18,2023-02-08,21,1425.13,96,12,Pakistan,Australia,67.86,True,Low
1463,Junior Developer,2023-02-18,2023-03-28,38,2688.65,47,18,Kenya,United States,70.75,False,Medium
1464,Junior Developer,2023-06-19,2023-07-23,34,2123.42,80,8,Kenya,United States,62.45,False,Medium
1465,HR Manager,2024-02-15,2024-03-19,33,7291.48,67,14,Philippines,Canada,220.95,False,High
1466,Junior Developer,2023-03-18,2023-04-16,29,3164.64,72,22,Philippines,UAE,109.13,False,Medium
1467,Senior IT Support,2023-05-28,2023-06-30,33,3296.11,21,25,India,United States,99.88,False,Medium
1468,Junior Developer,2023-07-18,2023-08-23,36,2938.25,45,3,Philippines,United States,81.62,False,Medium
1469,HR Manager,2023-06-05,2023-06-29,24,3617.36,19,22,India,UAE,150.72,True,Medium
1470,Senior IT Support,2024-06-20,2024-07-23,33,6183.78,81,20,Nigeria,Canada,187.39,False,High
1471,HR Manager,2024-04-10,2024-05-12,32,4494.11,97,30,India,UAE,140.44,False,Medium
1472,Senior IT Support,2023-04-26,2023-05-28,32,4907.51,55,19,Nigeria,United States,153.36,False,Medium
1473,HR Manager,2023-04-16,2023-05-25,39,3275.38,94,20,Nigeria,Australia,83.98,False,Medium
1474,Junior Developer,2024-03-18,2024-04-20,33,3608.08,82,4,Nigeria,UAE,109.34,False,Medium
1475,Data Analyst,2023-12-03,2024-01-11,39,3714.19,33,12,Nigeria,United Kingdom,95.24,False,Medium
1476,HR Manager,2024-03-20,2024-04-05,16,1728.23,14,25,Pakistan,Canada,108.01,True,Low
1477,HR Manager,2024-01-27,2024-02-29,33,6033.14,14,19,Philippines,United Kingdom,182.82,False,High
1478,Senior IT Support,2024-03-07,2024-04-03,27,7833.65,92,24,Kenya,United Kingdom,290.14,True,High
1479,HR Manager,2024-06-19,2024-07-21,32,7261.17,52,27,India,Canada,226.91,False,High
1480,Junior Developer,2023-12-03,2023-12-29,26,2471.31,53,26,Kenya,United Kingdom,95.05,True,Medium
1481,Data Analyst,2023-12-27,2024-01-29,33,2075.77,32,9,Kenya,Canada,62.9,False,Medium
1482,Data Analyst,2023-09-27,2023-10-25,28,2374.61,21,7,Nigeria,Australia,84.81,True,Medium
1483,Data Analyst,2023-06-26,2023-08-06,41,3222.11,12,11,Nigeria,UAE,78.59,False,Medium
1484,Junior Developer,2023-04-03,2023-05-07,34,1949.6,41,20,Kenya,Canada,57.34,False,Low
1485,HR Manager,2024-05-12,2024-06-09,28,4010.75,57,29,Kenya,UAE,143.24,True,Medium
1486,Junior Developer,2023-11-14,2023-12-14,30,1968.28,90,21,Nigeria,Australia,65.61,False,Low
1487,Junior Developer,2023-07-23,2023-08-26,34,2193.91,92,20,India,Canada,64.53,False,Medium
1488,Junior Developer,2024-02-11,2024-03-14,32,3147.66,50,4,Nigeria,UAE,98.36,False,Medium
1489,Senior IT Support,2023-02-11,2023-03-18,35,4619.18,20,22,Kenya,UAE,131.98,False,Medium
1490,Junior Developer,2023-09-09,2023-10-01,22,3499.74,57,21,Pakistan,United States,159.08,True,Medium
1491,Data Analyst,2024-05-09,2024-05-24,15,2477.8199999999997,54,18,Pakistan,Australia,165.19,True,Medium
1492,HR Manager,2024-02-14,2024-03-14,29,3930.29,50,24,Kenya,UAE,135.53,False,Medium
1493,Data Analyst,2024-01-15,2024-02-22,38,3410.28,31,11,Kenya,Australia,89.74,False,Medium
1494,Junior Developer,2023-09-10,2023-10-03,23,1964.99,75,5,India,United Kingdom,85.43,True,Low
1495,HR Manager,2023-08-22,2023-10-01,40,2606.08,92,23,Nigeria,Australia,65.15,False,Medium
1496,HR Manager,2024-04-16,2024-05-17,31,4345.67,64,19,Nigeria,Canada,140.18,False,Medium
1497,Senior IT Support,2023-02-28,2023-03-17,17,5799.79,62,28,Pakistan,United States,341.16,True,High
1498,Data Analyst,2023-09-16,2023-10-11,25,1196.24,94,1,Pakistan,Australia,47.85,True,Low
1499,Junior Developer,2024-04-07,2024-05-07,30,3958.62,90,22,Philippines,UAE,131.95,False,Medium
1500,HR Manager,2023-11-19,2023-12-14,25,3721.17,79,2,India,UAE,148.85,True,Medium
1501,Senior IT Support,2023-06-15,2023-07-12,27,6069.25,32,20,Kenya,United States,224.79,True,High
1502,Senior IT Support,2023-05-03,2023-06-02,30,6247.04,13,13,Nigeria,Australia,208.23,False,High
1503,HR Manager,2024-04-30,2024-06-05,36,7024.57,44,6,Kenya,United Kingdom,195.13,False,High
1504,Junior Developer,2024-05-26,2024-06-22,27,3121.79,34,13,India,United States,115.62,True,Medium
1505,Senior IT Support,2024-06-20,2024-07-17,27,4698.6,78,2,India,Australia,174.02,True,Medium
1506,Data Analyst,2024-06-25,2024-07-20,25,2477.8199999999997,42,13,Pakistan,UAE,99.11,True,Medium
1507,Data Analyst,2023-07-13,2023-08-06,24,3578.08,64,6,Pakistan,Australia,149.09,True,Medium
1508,Senior IT Support,2024-01-19,2024-02-15,27,7360.49,57,23,India,United States,272.61,True,High
1509,HR Manager,2023-05-04,2023-05-30,26,4416.9,40,30,Philippines,UAE,169.88,True,Medium
1510,Junior Developer,2023-04-13,2023-05-03,20,2770.32,78,5,Pakistan,Australia,138.52,True,Medium
1511,HR Manager,2024-02-03,2024-03-07,33,7643.03,15,22,Nigeria,Australia,231.61,False,High
1512,Junior Developer,2024-05-17,2024-06-06,20,2097.08,52,2,Pakistan,UAE,104.85,True,Medium
1513,Senior IT Support,2023-11-25,2023-12-17,22,7238.87,73,19,Pakistan,Australia,329.04,True,High
1514,Junior Developer,2023-07-22,2023-08-21,30,1847.68,81,14,Philippines,Canada,61.59,False,Low
1515,Senior IT Support,2023-11-26,2023-12-26,30,5452.33,79,13,Philippines,UAE,181.74,False,High
1516,Data Analyst,2024-06-24,2024-07-30,36,3312.53,25,3,Philippines,UAE,92.01,False,Medium
1517,Junior Developer,2023-01-29,2023-03-07,37,2922.8,39,13,Nigeria,United States,78.99,False,Medium
1518,Senior IT Support,2024-03-20,2024-04-19,30,7118.73,68,28,India,United States,237.29,False,High
1519,Senior IT Support,2023-07-10,2023-08-08,29,7553.31,92,11,Philippines,United Kingdom,260.46,False,High
1520,HR Manager,2023-01-16,2023-02-14,29,1620.21,49,7,Kenya,United Kingdom,55.87,False,Low
1521,Senior IT Support,2023-12-05,2024-01-06,32,7521.98,50,27,Nigeria,United States,235.06,False,High
1522,Senior IT Support,2023-09-22,2023-10-20,28,3779.64,55,22,India,Australia,134.99,True,Medium
1523,Data Analyst,2023-10-07,2023-11-12,36,1614.63,2,14,Kenya,Canada,44.85,False,Low
1524,Junior Developer,2023-01-11,2023-02-08,28,3450.17,51,2,Philippines,Canada,123.22,True,Medium
1525,Junior Developer,2023-06-12,2023-07-07,25,1211.57,63,3,Pakistan,United States,48.46,True,Low
1526,Junior Developer,2024-02-12,2024-03-12,29,3830.51,37,10,Philippines,Australia,132.09,False,Medium
1527,Senior IT Support,2023-07-26,2023-08-18,23,4974.53,72,28,India,Canada,216.28,True,Medium
1528,Senior IT Support,2023-08-23,2023-09-16,24,5344.78,50,6,India,United Kingdom,222.7,True,High
1529,Senior IT Support,2024-03-24,2024-05-02,39,4208.76,57,20,Nigeria,United Kingdom,107.92,False,Medium
1530,Junior Developer,2023-02-14,2023-03-20,34,3305.65,20,11,Kenya,UAE,97.22,False,Medium
1531,Data Analyst,2023-02-27,2023-03-29,30,2386.11,20,10,Nigeria,Australia,79.54,False,Medium
1532,Junior Developer,2024-03-25,2024-04-12,18,2881.64,57,3,Pakistan,United States,160.09,True,Medium
1533,Data Analyst,2023-11-22,2023-12-26,34,2670.56,88,3,Kenya,Canada,78.55,False,Medium
1534,Senior IT Support,2023-11-26,2023-12-28,32,6092.93,19,29,Philippines,United Kingdom,190.4,False,High
1535,Senior IT Support,2024-02-01,2024-03-01,29,4906.07,16,28,Kenya,United States,169.17,False,Medium
1536,Senior IT Support,2024-05-02,2024-06-09,38,5590.39,83,13,Nigeria,UAE,147.12,False,High
1537,HR Manager,2024-05-17,2024-06-21,35,5248.36,45,21,Kenya,Canada,149.95,False,High
1538,HR Manager,2023-05-28,2023-06-23,26,5682.27,94,6,Philippines,Canada,218.55,True,High
1539,Data Analyst,2023-11-04,2023-11-28,24,3220.02,59,14,India,Australia,134.17,True,Medium
1540,HR Manager,2023-08-02,2023-09-02,31,3625.12,54,29,Nigeria,Canada,116.94,False,Medium
1541,HR Manager,2024-01-08,2024-02-12,35,5219.46,86,13,Philippines,United States,149.13,False,High
1542,Junior Developer,2023-07-19,2023-08-22,34,1738.02,94,22,Kenya,Australia,51.12,False,Low
1543,HR Manager,2024-02-07,2024-03-07,29,4874.08,14,18,India,Canada,168.07,False,Medium
1544,HR Manager,2023-06-10,2023-07-14,34,3254.43,67,14,India,United States,95.72,False,Medium
1545,Junior Developer,2023-10-07,2023-10-31,24,2157.91,88,19,Philippines,United States,89.91,True,Medium
1546,Junior Developer,2023-09-09,2023-10-11,32,1452.05,17,25,Kenya,Canada,45.38,False,Low
1547,Senior IT Support,2023-03-29,2023-04-29,31,6380.95,7,11,India,United Kingdom,205.84,False,High
1548,Junior Developer,2023-11-11,2023-12-08,27,3230.75,47,20,India,UAE,119.66,True,Medium
1549,HR Manager,2023-11-07,2023-12-10,33,2015.86,72,6,Kenya,United States,61.09,False,Medium
1550,Senior IT Support,2023-06-12,2023-07-03,21,5661.53,81,16,Pakistan,UAE,269.6,True,High
1551,Senior IT Support,2024-03-31,2024-04-29,29,6319.35,6,5,Kenya,Canada,217.91,False,High
1552,HR Manager,2024-01-07,2024-02-06,30,4416.9,75,19,Philippines,United States,147.23,False,Medium
1553,HR Manager,2023-12-14,2024-01-07,24,3839.81,48,3,Philippines,United States,159.99,True,Medium
1554,Data Analyst,2023-04-24,2023-05-18,24,3032.12,86,7,Pakistan,UAE,126.34,True,Medium
1555,Senior IT Support,2024-05-21,2024-06-23,33,4773.56,76,14,India,United States,144.65,False,Medium
1556,Junior Developer,2023-01-25,2023-02-20,26,2540.27,22,2,India,United States,97.7,True,Medium
1557,Data Analyst,2023-02-11,2023-03-13,30,2346.79,98,22,Kenya,Canada,78.23,False,Medium
1558,Data Analyst,2023-01-11,2023-02-07,27,2653.82,3,10,Kenya,Canada,98.29,True,Medium
1559,HR Manager,2023-10-04,2023-11-02,29,4941.99,43,12,India,Australia,170.41,False,Medium
1560,HR Manager,2023-12-21,2024-01-30,40,5035.98,71,7,Nigeria,Canada,125.9,False,High
1561,Senior IT Support,2023-03-28,2023-04-23,26,7566.79,41,28,India,Australia,291.03,True,High
1562,Senior IT Support,2023-04-20,2023-05-19,29,7053.78,23,12,Nigeria,United Kingdom,243.23,False,High
1563,Junior Developer,2023-01-10,2023-02-03,24,3336.63,95,26,Pakistan,UAE,139.03,True,Medium
1564,Senior IT Support,2024-04-16,2024-05-28,42,3781.22,43,26,Nigeria,United Kingdom,90.03,False,Medium
1565,Senior IT Support,2023-03-25,2023-04-21,27,6520.74,92,3,Kenya,United Kingdom,241.51,True,High
1566,Junior Developer,2024-02-01,2024-03-08,36,1630.66,68,7,Philippines,Canada,45.3,False,Low
1567,HR Manager,2023-10-22,2023-11-22,31,2816.37,76,28,Nigeria,United Kingdom,90.85,False,Medium
1568,Senior IT Support,2023-09-27,2023-10-23,26,3397.79,70,19,Philippines,United States,130.68,True,Medium
1569,Senior IT Support,2023-08-22,2023-09-18,27,3940.99,82,27,Kenya,Australia,145.96,True,Medium
1570,HR Manager,2024-03-12,2024-04-12,31,5533.27,45,24,India,United States,178.49,False,High
1571,Data Analyst,2023-03-05,2023-03-29,24,1844.35,45,29,Philippines,United Kingdom,76.85,True,Low
1572,HR Manager,2024-04-01,2024-05-09,38,3399.76,96,22,Kenya,United Kingdom,89.47,False,Medium
1573,Data Analyst,2023-03-09,2023-04-09,31,3094.23,94,27,India,UAE,99.81,False,Medium
1574,HR Manager,2024-05-15,2024-06-13,29,2111.33,96,7,Philippines,United States,72.8,False,Medium
1575,Senior IT Support,2024-04-17,2024-05-15,28,6454.32,52,15,Kenya,Canada,230.51,True,High
1576,Junior Developer,2023-01-26,2023-02-21,26,3213.58,41,13,Philippines,United States,123.6,True,Medium
1577,Senior IT Support,2023-06-26,2023-07-25,29,5171.91,24,7,Philippines,United Kingdom,178.34,False,High
