placement_id,job_title,job_post_date,fill_date,days_to_fill,placement_fee,client_id,recruiter_id,candidate_country,client_country
1340,Junior Dev,02/02/2023,25/02/2023,23,1774.64,67,22,pak,United States
1341,Human Resources Manager,22/01/2024,17/02/2024,26,5934.1,5,11,philippines,United Kingdom
1342,Senior IT Support,11/12/2023,11/01/2024,31,3793.75,13,6,kenya,UAE
1343,Human Resources Manager,25/03/2024,18/04/2024,24,5733.89,59,19,india,Australia
1344,HR manager,18/01/2024,19/02/2024,32,2420.72,62,22,KEN,Canada
1345,Jr.Developer,2024-06-03,2024-06-25,22,3289.52,55,25,india,UAE
1346,Senior IT Support,04/11/2023,06/12/2023,32,3820.13,90,17,Kenya,United States
1347,Junior Developer,25/02/2023,04/04/2023,38,1389.67,40,26,Kenya,United States
1348,Human Resources Manager,2023-06-01,2023-07-04,33,4979.97,23,10,Nigeria,UAE
1349,Jr.Developer,2023-09-08,2023-09-25,17,3573.29,72,28,pak,UAE
1350,Jr Developer,08/02/2024,01/03/2024,22,2034.14,61,22,Pakistan,Canada
1351,Jr.Developer,2023-05-12,2023-06-16,35,3289.17,18,13,nigeria,UAE
1352,H.R. Manager,2023-12-22,2024-01-23,32,5984.69,95,19,NG,United Kingdom
1353,Jr Developer,2023-12-15,2024-01-15,31,3303.53,1,20,India,Australia
1354,Senior IT,2023-07-12,2023-08-15,34,6227.89,39,14,Nigeria,United Kingdom
1355,Jr Developer,01/02/2024,29/02/2024,28,2277.13,62,2,IND,UAE
1356,Jr Developer,2023-04-19,2023-05-15,26,2194.65,11,12,Philippines,United Kingdom
1357,Senior IT Support,2024-06-03,2024-07-05,32,3804.42,59,1,kenya,Canada
1358,HR manager,2024-03-11,2024-04-16,36,,82,4,kenya,Australia
1359,Human Resources Manager,10/12/2023,19/01/2024,40,5510.31,47,4,Nigeria,United States
1360,HR manager,2023-01-08,2023-02-09,32,3610.94,91,19,Philippines,UAE
1361,Human Resources Manager,2023-02-10,2023-03-12,30,5174.44,63,15,India,UAE
1362,DataAnalyst,31/10/2023,24/11/2023,24,1756.98,4,18,Pakistan,UAE
1363,DataAnalyst,01/11/2023,20/11/2023,19,2251.18,77,4,PK,UAE
1364,HR manager,2023-04-07,2023-05-03,26,1745.88,19,21,KEN,Canada
1365,DataAnalyst,07/09/2023,05/10/2023,28,3915.56,94,27,Philippines,Australia
1366,Sr.IT Support,31/05/2023,03/07/2023,33,1229.61,93,21,Kenya,United Kingdom
1367,Senior IT,2023-11-06,2023-12-08,32,4688.86,3,6,Philippines,UAE
1368,Senior IT,30/04/2023,05/06/2023,36,7184.27,74,9,KEN,UAE
1369,Jr.Developer,2024-04-29,2024-06-02,34,,56,9,Kenya,United States
1370,Sr.IT Support,2023-10-19,2023-11-18,30,2813.87,53,7,india,United Kingdom
1371,Junior Developer,2023-11-22,2023-12-26,34,1824.31,29,1,Nigeria,UAE
1372,Data Anlyst,2024-04-16,2024-05-09,23,3184.49,82,20,India,UAE
1373,HR Mgr,2023-12-15,2024-01-14,30,,57,5,PH,Canada
1374,HR Mgr,2024-02-04,2024-03-14,39,1631.91,5,22,nigeria,Australia
1375,HR Mgr,01/08/2023,26/08/2023,25,2683.98,68,12,pak,UAE
1376,Data Analysis,09/06/2023,13/07/2023,34,2354.5,22,20,india,UAE
1377,H.R. Manager,2023-10-18,2023-11-19,32,,63,8,Kenya,Canada
1378,Junior Developer,2023-05-07,2023-06-12,36,2135.29,28,7,NG,United Kingdom
1379,Jr Developer,2024-02-15,2024-03-16,30,3594.68,46,25,Kenya,United States
1380,Data Analyst,19/04/2023,22/05/2023,33,1958.21,88,21,Philippines,UAE
1381,HR manager,2024-04-20,2024-05-22,32,1675.3,58,6,PH,United States
1382,Senior IT Support,20/04/2024,18/05/2024,28,5663.33,88,30,Philippines,United Kingdom
1383,H.R. Manager,30/01/2023,04/03/2023,33,7871.24,18,20,Philippines,Australia
1384,H.R. Manager,2023-09-13,2023-10-08,25,7727.45,81,16,PH,United Kingdom
1385,HR manager,2023-06-15,2023-07-07,22,2656.17,93,28,IND,United States
1386,Junior Dev,2023-02-01,2023-02-23,22,1968.17,60,15,PK,United States
1387,Human Resources Manager,2024-04-17,2024-05-22,35,7948.57,15,26,kenya,Australia
1388,Jr Developer,2023-03-13,2023-04-15,33,1734.59,5,22,nigeria,Canada
1389,HR Mgr,03/03/2024,08/04/2024,36,,92,18,nigeria,United Kingdom
1390,Senior IT Support,2023-03-03,2023-04-10,38,5192.61,51,27,KEN,United Kingdom
1391,Human Resources Manager,30/05/2023,27/06/2023,28,5142.94,98,27,IND,Australia
1392,Sr IT Support,2023-12-14,2024-01-23,40,3165.98,32,26,Nigeria,Canada
1393,Sr IT Support,14/04/2024,10/05/2024,26,1990.08,63,25,India,United States
1394,Data Analysis,06/04/2024,08/05/2024,32,1885.88,73,9,Nigeria,Australia
1395,Junior Developer,2024-01-15,2024-02-01,17,,92,10,Pakistan,UAE
1396,Data Anlyst,2023-10-29,2023-11-26,28,2425.85,89,5,KEN,United States
1397,HR manager,2023-08-05,2023-09-04,30,1771.92,19,19,Kenya,United Kingdom
1398,HR manager,19/12/2023,15/01/2024,27,2430.92,76,28,india,Australia
1399,DataAnalyst,23/06/2023,23/07/2023,30,2133.94,62,6,IND,Canada
1400,Senior IT Support,2023-08-19,2023-09-22,34,,29,5,NG,UAE
1401,Sr IT Support,2024-04-15,2024-05-23,38,2949.99,82,30,Kenya,United Kingdom
1402,Jr.Developer,2023-02-03,2023-03-14,39,3224.13,13,11,nigeria,Australia
1403,Senior IT,2024-06-19,2024-07-08,19,,33,26,pak,United States
1404,Jr.Developer,2023-07-01,2023-08-06,36,1685.02,78,9,KEN,Australia
1405,Junior Dev,2023-05-16,2023-06-08,23,3200.01,8,7,india,United States
1406,HR Mgr,2023-02-22,2023-03-25,31,2392.81,82,3,India,United States
1407,Human Resources Manager,2023-08-09,2023-09-03,25,3416.93,39,19,philippines,United Kingdom
1408,Sr IT Support,2023-07-19,2023-08-20,32,3159.94,82,20,Kenya,Canada
1409,H.R. Manager,2023-06-30,2023-07-19,19,6006.77,62,17,Pakistan,UAE
1410,Data Analyst,09/10/2023,08/11/2023,30,3601.78,65,10,kenya,Canada
1411,HR Mgr,2024-06-05,2024-06-22,17,1019.55,21,6,pak,United Kingdom
1412,Data Anlyst,17/12/2023,20/01/2024,34,1283.7,69,27,Nigeria,United States
1413,Sr IT Support,2024-05-28,2024-07-01,34,3288.56,99,17,India,Canada
1414,Data Anlyst,2023-06-08,2023-07-03,25,3782.65,25,25,pak,Canada
1415,Jr Developer,12/06/2024,12/07/2024,30,2830.37,84,20,Nigeria,Canada
1416,Data Analyst,2023-11-07,2023-12-16,39,1686.17,40,11,Nigeria,UAE
1417,Data Analysis,07/02/2024,17/03/2024,39,2349.12,1,25,nigeria,Canada
1418,DataAnalyst,12/04/2024,03/05/2024,21,2937.38,3,27,Pakistan,United States
1419,Data Analyst,2023-11-26,2023-12-28,32,1884.39,49,11,India,Australia
1420,Junior Dev,26/03/2024,30/04/2024,35,3392.42,14,3,PH,United States
1421,HR Mgr,17/02/2023,09/03/2023,20,3824.48,50,23,PK,Canada
1422,HR manager,2023-12-17,2024-01-12,26,,48,15,India,UAE
1423,Junior Developer,28/02/2024,21/03/2024,22,,20,19,pak,UAE
1424,Senior IT,2023-09-24,2023-10-23,29,5191.31,38,23,Kenya,United Kingdom
1425,Data Analysis,01/04/2024,17/04/2024,16,3871.6,28,6,PK,UAE
1426,Human Resources Manager,2023-09-23,2023-10-20,27,4811.02,96,30,philippines,United Kingdom
1427,H.R. Manager,19/02/2023,07/03/2023,16,5136.65,8,30,PK,Australia
1428,H.R. Manager,01/12/2023,23/12/2023,22,7978.27,63,10,IND,Australia
1429,Senior IT,2023-04-26,2023-05-28,32,6672.17,66,28,IND,United Kingdom
1430,Junior Dev,17/03/2024,19/04/2024,33,3255.72,60,15,Kenya,United States
1431,Senior IT,2024-04-09,2024-05-10,31,3908.37,89,24,kenya,Canada
1432,HR manager,2024-02-04,2024-03-03,28,,29,11,NG,Canada
1433,Jr.Developer,2024-06-29,2024-07-18,19,2753.13,86,7,PK,Australia
1434,Junior Developer,2023-11-12,2023-12-15,33,1566.54,4,18,NG,Australia
1435,Junior Developer,02/12/2023,30/12/2023,28,2620.23,30,22,nigeria,United States
1436,Jr Developer,11/08/2023,06/09/2023,26,2272.85,4,5,India,Canada
1437,Senior IT Support,2023-08-02,2023-08-23,21,5219.76,58,15,pak,Canada
1438,HR manager,2023-06-29,2023-07-24,25,2770.65,75,24,India,Australia
1439,Junior Dev,02/01/2024,19/01/2024,17,1361.07,41,14,pak,United States
1440,DataAnalyst,2024-04-12,2024-05-05,23,2433.94,49,26,India,Canada
1441,DataAnalyst,2023-03-08,2023-04-02,25,2081.18,84,10,Philippines,United States
1442,HR manager,09/10/2023,05/11/2023,27,,42,2,KEN,United States
1443,Jr Developer,2023-06-09,2023-07-10,31,2693.74,61,25,nigeria,United Kingdom
1444,Junior Dev,16/01/2024,09/02/2024,24,3599.04,21,14,Pakistan,United States
1445,Junior Developer,2023-07-05,2023-07-28,23,3225.9,15,26,PK,United States
1446,Junior Dev,29/09/2023,21/10/2023,22,1918.19,4,26,Pakistan,United Kingdom
1447,HR Mgr,2024-02-22,2024-03-15,22,1102.67,49,25,IND,Australia
1448,Jr Developer,2023-08-17,2023-09-20,34,,9,4,KEN,Canada
1449,Human Resources Manager,2023-01-01,2023-01-31,30,3672.03,61,29,philippines,UAE
1450,DataAnalyst,2023-04-09,2023-04-29,20,3870.72,96,27,PK,Australia
1451,Jr.Developer,2023-05-27,2023-06-20,24,2544.2,11,24,India,United Kingdom
1452,Data Anlyst,2023-08-20,2023-09-21,32,3660.75,94,22,KEN,UAE
1453,Human Resources Manager,01/10/2023,03/11/2023,33,6341.78,17,11,IND,Canada
1454,Junior Developer,05/02/2023,09/03/2023,32,2738.11,50,21,IND,United Kingdom
1455,Jr Developer,2023-09-01,2023-10-02,31,1042.97,42,1,Nigeria,Australia
1456,DataAnalyst,2024-02-20,2024-03-22,31,1563.24,28,15,philippines,Australia
1457,Human Resources Manager,10/06/2024,10/07/2024,30,3589.1,44,29,india,United States
1458,HR Mgr,09/04/2023,06/05/2023,27,3316.02,44,25,india,Australia
1459,DataAnalyst,2023-05-10,2023-06-02,23,,59,27,india,United Kingdom
1460,Data Anlyst,2024-04-08,2024-05-01,23,1378.9,11,28,pak,Australia
1461,Junior Dev,2023-01-18,2023-02-08,21,1425.13,96,12,PK,Australia
1462,Junior Developer,18/02/2023,28/03/2023,38,2688.65,47,18,Kenya,United States
1463,Jr Developer,19/06/2023,23/07/2023,34,2123.42,80,8,KEN,United States
1464,H.R. Manager,2024-02-15,2024-03-19,33,7291.48,67,14,PH,Canada
1465,Junior Developer,2023-03-18,2023-04-16,29,3164.64,72,22,philippines,UAE
1466,Senior IT,2023-05-28,2023-06-30,33,3296.11,21,25,India,United States
1467,Jr Developer,2023-07-18,2023-08-23,36,2938.25,45,3,Philippines,United States
1468,HR manager,2023-06-05,2023-06-29,24,1370.41,19,22,india,UAE
1469,Senior IT Support,2024-06-20,2024-07-23,33,6183.78,81,20,Nigeria,Canada
1470,Human Resources Manager,2024-04-10,2024-05-12,32,4494.11,97,30,India,UAE
1471,Sr.IT Support,26/04/2023,28/05/2023,32,2144.51,55,19,NG,United States
1472,HR Mgr,2023-04-16,2023-05-25,39,3275.38,94,20,NG,Australia
1473,Jr.Developer,2024-03-18,2024-04-20,33,3608.08,82,4,nigeria,UAE
1474,Data Analyst,2023-12-03,2024-01-11,39,3714.19,33,12,nigeria,United Kingdom
1475,HR Mgr,20/03/2024,05/04/2024,16,1728.23,14,25,Pakistan,Canada
1476,HR manager,2024-01-27,2024-02-29,33,2819.88,14,19,PH,United Kingdom
1477,Sr IT Support,07/03/2024,03/04/2024,27,3900.19,92,24,Kenya,United Kingdom
1478,Human Resources Manager,2024-06-19,2024-07-21,32,7261.17,52,27,IND,Canada
1479,Junior Dev,2023-12-03,2023-12-29,26,,53,26,kenya,United Kingdom
1480,Data Analyst,27/12/2023,29/01/2024,33,2075.77,32,9,KEN,Canada
1481,Data Analysis,27/09/2023,25/10/2023,28,2374.61,21,7,Nigeria,Australia
1482,Data Analysis,26/06/2023,06/08/2023,41,3222.11,12,11,Nigeria,UAE
1483,Jr.Developer,03/04/2023,07/05/2023,34,1949.6,41,20,Kenya,Canada
1484,HR manager,2024-05-12,2024-06-09,28,1606.45,57,29,kenya,UAE
1485,Jr Developer,14/11/2023,14/12/2023,30,1968.28,90,21,Nigeria,Australia
1486,Jr Developer,2023-07-23,2023-08-26,34,2193.91,92,20,india,Canada
1487,Junior Developer,2024-02-11,2024-03-14,32,3147.66,50,4,nigeria,UAE
1488,Senior IT,2023-02-11,2023-03-18,35,4619.18,20,22,Kenya,UAE
1489,Jr.Developer,09/09/2023,01/10/2023,22,3499.74,57,21,Pakistan,United States
1490,Data Anlyst,09/05/2024,24/05/2024,15,,54,18,PK,Australia
1491,H.R. Manager,14/02/2024,14/03/2024,29,3930.29,50,24,Kenya,UAE
1492,DataAnalyst,2024-01-15,2024-02-22,38,3410.28,31,11,KEN,Australia
1493,Junior Developer,10/09/2023,03/10/2023,23,1964.99,75,5,IND,United Kingdom
1494,HR Mgr,22/08/2023,01/10/2023,40,2606.08,92,23,NG,Australia
1495,Human Resources Manager,16/04/2024,17/05/2024,31,4345.67,64,19,nigeria,Canada
1496,Senior IT Support,28/02/2023,17/03/2023,17,5799.79,62,28,pak,United States
1497,DataAnalyst,16/09/2023,11/10/2023,25,1196.24,94,1,pak,Australia
1498,Junior Developer,2024-04-07,2024-05-07,30,3958.62,90,22,philippines,UAE
1499,H.R. Manager,19/11/2023,14/12/2023,25,3721.17,79,2,IND,UAE
1500,Senior IT,15/06/2023,12/07/2023,27,6069.25,32,20,Kenya,United States
1501,Senior IT Support,2023-05-03,2023-06-02,30,6247.04,13,13,nigeria,Australia
1502,HR manager,2024-04-30,2024-06-05,36,3414.74,44,6,KEN,United Kingdom
1503,Jr Developer,2024-05-26,2024-06-22,27,3121.79,34,13,india,United States
1504,Senior IT,2024-06-20,2024-07-17,27,4698.6,78,2,India,Australia
1505,DataAnalyst,2024-06-25,2024-07-20,25,,42,13,Pakistan,UAE
1506,DataAnalyst,13/07/2023,06/08/2023,24,3578.08,64,6,Pakistan,Australia
1507,Sr IT Support,2024-01-19,2024-02-15,27,3616.29,57,23,India,United States
1508,Human Resources Manager,04/05/2023,30/05/2023,26,,40,30,PH,UAE
1509,Jr Developer,2023-04-13,2023-05-03,20,2770.32,78,5,pak,Australia
1510,Human Resources Manager,03/02/2024,07/03/2024,33,7643.03,15,22,NG,Australia
1511,Jr.Developer,2024-05-17,2024-06-06,20,2097.08,52,2,pak,UAE
1512,Sr IT Support,25/11/2023,17/12/2023,22,3543.32,73,19,Pakistan,Australia
1513,Junior Dev,2023-07-22,2023-08-21,30,1847.68,81,14,PH,Canada
1514,Senior IT,2023-11-26,2023-12-26,30,5452.33,79,13,Philippines,UAE
1515,Data Anlyst,24/06/2024,30/07/2024,36,3312.53,25,3,philippines,UAE
1516,Jr Developer,2023-01-29,2023-03-07,37,2922.8,39,13,NG,United States
1517,Sr.IT Support,20/03/2024,19/04/2024,30,3471.24,68,28,IND,United States
1518,Sr.IT Support,10/07/2023,08/08/2023,29,3731.99,92,11,PH,United Kingdom
1519,HR Mgr,2023-01-16,2023-02-14,29,1620.21,49,7,KEN,United Kingdom
1520,Senior IT Support,05/12/2023,06/01/2024,32,7521.98,50,27,NG,United States
1521,Sr.IT Support,22/09/2023,20/10/2023,28,1467.79,55,22,IND,Australia
1522,Data Anlyst,2023-10-07,2023-11-12,36,1614.63,2,14,KEN,Canada
1523,Junior Dev,11/01/2023,08/02/2023,28,3450.17,51,2,Philippines,Canada
1524,Jr.Developer,12/06/2023,07/07/2023,25,1211.57,63,3,PK,United States
1525,Jr Developer,2024-02-12,2024-03-12,29,3830.51,37,10,PH,Australia
1526,Sr IT Support,26/07/2023,18/08/2023,23,2184.72,72,28,india,Canada
1527,Sr.IT Support,2023-08-23,2023-09-16,24,2406.87,50,6,India,United Kingdom
1528,Senior IT,24/03/2024,02/05/2024,39,4208.76,57,20,Nigeria,United Kingdom
1529,Junior Dev,2023-02-14,2023-03-20,34,3305.65,20,11,kenya,UAE
1530,DataAnalyst,2023-02-27,2023-03-29,30,2386.11,20,10,NG,Australia
1531,Jr Developer,2024-03-25,2024-04-12,18,2881.64,57,3,pak,United States
1532,Data Anlyst,2023-11-22,2023-12-26,34,2670.56,88,3,Kenya,Canada
1533,Senior IT Support,2023-11-26,2023-12-28,32,6092.93,19,29,PH,United Kingdom
1534,Senior IT Support,01/02/2024,01/03/2024,29,4906.07,16,28,kenya,United States
1535,Sr.IT Support,02/05/2024,09/06/2024,38,,83,13,Nigeria,UAE
1536,HR manager,17/05/2024,21/06/2024,35,2349.01,45,21,kenya,Canada
1537,Human Resources Manager,2023-05-28,2023-06-23,26,5682.27,94,6,philippines,Canada
1538,DataAnalyst,2023-11-04,2023-11-28,24,3220.02,59,14,india,Australia
1539,HR manager,02/08/2023,02/09/2023,31,1375.07,54,29,nigeria,Canada
1540,Human Resources Manager,2024-01-08,2024-02-12,35,5219.46,86,13,philippines,United States
1541,Junior Dev,19/07/2023,22/08/2023,34,1738.02,94,22,KEN,Australia
1542,H.R. Manager,2024-02-07,2024-03-07,29,4874.08,14,18,IND,Canada
1543,H.R. Manager,10/06/2023,14/07/2023,34,3254.43,67,14,india,United States
1544,Junior Dev,07/10/2023,31/10/2023,24,2157.91,88,19,philippines,United States
1545,Junior Dev,09/09/2023,11/10/2023,32,1452.05,17,25,kenya,Canada
1546,Sr.IT Support,2023-03-29,2023-04-29,31,3028.57,7,11,IND,United Kingdom
1547,Junior Dev,11/11/2023,08/12/2023,27,3230.75,47,20,IND,UAE
1548,HR Mgr,2023-11-07,2023-12-10,33,2015.86,72,6,Kenya,United States
1549,Sr IT Support,2023-06-12,2023-07-03,21,2596.92,81,16,PK,UAE
1550,Sr IT Support,2024-03-31,2024-04-29,29,2991.61,6,5,KEN,Canada
1551,HR Mgr,07/01/2024,06/02/2024,30,,75,19,philippines,United States
1552,HR Mgr,14/12/2023,07/01/2024,24,3839.81,48,3,philippines,United States
1553,Data Anlyst,24/04/2023,18/05/2023,24,3032.12,86,7,PK,UAE
1554,Senior IT,2024-05-21,2024-06-23,33,4773.56,76,14,india,United States
1555,Junior Dev,2023-01-25,2023-02-20,26,2540.27,22,2,IND,United States
1556,Data Analyst,2023-02-11,2023-03-13,30,2346.79,98,22,KEN,Canada
1557,Data Analysis,11/01/2023,07/02/2023,27,2653.82,3,10,kenya,Canada
1558,HR manager,04/10/2023,02/11/2023,29,2165.19,43,12,India,Australia
1559,H.R. Manager,21/12/2023,30/01/2024,40,5035.98,71,7,nigeria,Canada
1560,Senior IT,28/03/2023,23/04/2023,26,7566.79,41,28,india,Australia
1561,Senior IT Support,2023-04-20,2023-05-19,29,7053.78,23,12,NG,United Kingdom
1562,Jr.Developer,10/01/2023,03/02/2023,24,3336.63,95,26,PK,UAE
1563,Senior IT,16/04/2024,28/05/2024,42,3781.22,43,26,nigeria,United Kingdom
1564,Sr.IT Support,2023-03-25,2023-04-21,27,3112.44,92,3,Kenya,United Kingdom
1565,Jr.Developer,2024-02-01,2024-03-08,36,1630.66,68,7,Philippines,Canada
1566,HR Mgr,22/10/2023,22/11/2023,31,2816.37,76,28,nigeria,United Kingdom
1567,Senior IT Support,2023-09-27,2023-10-23,26,3397.79,70,19,philippines,United States
1568,Senior IT,2023-08-22,2023-09-18,27,3940.99,82,27,KEN,Australia
1569,H.R. Manager,2024-03-12,2024-04-12,31,5533.27,45,24,india,United States
1570,Data Analyst,2023-03-05,2023-03-29,24,1844.35,45,29,PH,United Kingdom
1571,H.R. Manager,2024-04-01,2024-05-09,38,3399.76,96,22,Kenya,United Kingdom
1572,DataAnalyst,2023-03-09,2023-04-09,31,3094.23,94,27,IND,UAE
1573,HR Mgr,2024-05-15,2024-06-13,29,2111.33,96,7,philippines,United States
1574,Sr.IT Support,2024-04-17,2024-05-15,28,3072.59,52,15,Kenya,Canada
1575,Junior Developer,26/01/2023,21/02/2023,26,3213.58,41,13,philippines,United States
1576,Senior IT Support,2023-06-26,2023-07-25,29,5171.91,24,7,Philippines,United Kingdom
1577,HR Mgr,2023-01-23,2023-02-13,21,1449.7,21,10,Pakistan,Australia
1578,Junior Dev,2024-03-19,2024-04-13,25,2459.6,21,16,india,United Kingdom
1579,Senior IT,2023-10-24,2023-11-16,23,7764.75,67,16,IND,United States
1580,Senior IT Support,13/12/2023,13/01/2024,31,7784.28,88,20,Philippines,Canada
1581,Junior Developer,18/01/2024,14/02/2024,27,2588.91,17,12,Kenya,Australia
1582,Senior IT Support,03/08/2023,28/08/2023,25,5235.39,89,8,philippines,UAE
1583,Data Analyst,06/12/2023,08/01/2024,33,2664.99,17,11,kenya,Australia
1584,Jr.Developer,26/04/2024,27/05/2024,31,3439.97,41,17,NG,United Kingdom
1585,Junior Developer,2024-05-17,2024-06-22,36,2870.82,94,9,Philippines,United Kingdom
1586,Junior Dev,2023-05-27,2023-06-26,30,3373.84,100,2,philippines,Canada
1587,Senior IT Support,2024-05-09,2024-06-03,25,4636.07,35,11,India,Canada
1588,Junior Dev,2023-05-04,2023-06-04,31,3472.41,8,24,IND,United States
1589,Data Anlyst,2023-01-12,2023-02-17,36,1744.68,27,5,PH,UAE
1590,H.R. Manager,2023-06-01,2023-06-16,15,3393.55,49,18,Pakistan,United States
1591,Data Analysis,2023-10-10,2023-11-12,33,1323.23,78,15,Kenya,UAE
1592,Junior Developer,23/02/2023,19/03/2023,24,,71,16,PK,UAE
1593,HR manager,2023-11-28,2023-12-18,20,2650.38,42,20,PK,United Kingdom
1594,Data Analysis,2024-06-07,2024-07-07,30,2696.85,92,23,kenya,United States
1595,Senior IT,17/06/2023,12/07/2023,25,3699.56,31,3,philippines,UAE
1596,Senior IT,2024-05-19,2024-06-15,27,5063.21,8,17,IND,Canada
1597,HR manager,02/04/2023,10/05/2023,38,3083.76,58,6,kenya,United Kingdom
1598,Data Analyst,2023-01-25,2023-03-08,42,,90,8,Nigeria,Canada
1599,Jr.Developer,2023-05-21,2023-06-05,15,3275.58,42,13,Pakistan,Canada
1600,Data Anlyst,2024-02-29,2024-03-23,23,2476.68,6,7,Pakistan,Australia
1601,Jr.Developer,2023-03-24,2023-04-11,18,,48,17,Pakistan,United States
1602,Junior Developer,2023-10-16,2023-11-12,27,2608.69,48,17,Philippines,Canada
1603,Data Analyst,2023-09-24,2023-10-12,18,2003.46,84,10,PK,Canada
1604,HR manager,01/02/2024,23/02/2024,22,1613.77,96,30,Pakistan,United States
1605,Data Anlyst,2023-11-07,2023-12-11,34,3498.79,7,21,India,United States
1606,Junior Dev,10/08/2023,09/09/2023,30,2533.3,43,7,Kenya,Canada
1607,Data Analysis,19/06/2023,21/07/2023,32,2373.65,62,18,KEN,Australia
1608,Jr.Developer,01/01/2023,04/02/2023,34,1233.02,80,2,india,United Kingdom
1609,Data Anlyst,2023-06-13,2023-07-05,22,2335.18,48,7,india,United States
1610,DataAnalyst,2023-01-23,2023-02-27,35,1228.3,5,29,Philippines,United Kingdom
1611,Data Analyst,2023-07-29,2023-08-22,24,2370.78,82,24,india,United Kingdom
1612,HR Mgr,2023-08-29,2023-10-10,42,1523.74,75,23,NG,Australia
1613,Senior IT Support,2023-06-06,2023-07-02,26,6514.38,51,22,india,Canada
1614,HR Mgr,29/06/2023,14/07/2023,15,2297.46,74,29,Pakistan,United Kingdom
1615,Data Analyst,27/07/2023,23/08/2023,27,3129.71,4,22,kenya,UAE
1616,Jr.Developer,15/02/2023,18/03/2023,31,3069.03,56,18,nigeria,Canada
1617,Sr.IT Support,2024-01-12,2024-02-12,31,1859.55,61,18,Nigeria,United States
1618,DataAnalyst,25/11/2023,27/12/2023,32,3178.6,45,14,IND,United States
1619,DataAnalyst,2023-10-27,2023-11-28,32,2402.45,87,25,Kenya,Canada
1620,H.R. Manager,17/09/2023,21/10/2023,34,4801.64,43,30,kenya,UAE
1621,Human Resources Manager,18/06/2023,21/07/2023,33,6768.52,44,17,kenya,United States
1622,Jr Developer,30/07/2023,30/08/2023,31,3553.29,51,3,Kenya,Canada
1623,Sr.IT Support,18/09/2023,17/10/2023,29,2558.71,86,6,NG,United States
1624,Data Analysis,2024-01-18,2024-02-24,37,2467.54,51,17,kenya,Canada
1625,DataAnalyst,2023-04-19,2023-05-20,31,3249.48,83,15,India,United States
1626,Junior Dev,31/05/2024,09/07/2024,39,3148.61,64,5,nigeria,United Kingdom
1627,Jr.Developer,2023-08-03,2023-09-02,30,3267.4,13,27,KEN,United States
1628,Senior IT Support,2023-03-15,2023-03-30,15,4478.92,58,4,Pakistan,Canada
1629,HR manager,2023-12-18,2024-01-19,32,1031.71,27,10,IND,Canada
1630,HR Mgr,18/05/2024,22/06/2024,35,2905.66,64,11,Kenya,UAE
1631,HR Mgr,2023-04-11,2023-04-30,19,3583.52,76,20,Pakistan,UAE
1632,Senior IT Support,2023-03-30,2023-05-02,33,4899.84,70,3,kenya,United Kingdom
1633,Sr IT Support,05/09/2023,08/10/2023,33,2364.06,61,2,India,UAE
1634,Human Resources Manager,11/01/2023,10/02/2023,30,4082.78,76,28,india,United Kingdom
1635,Human Resources Manager,09/10/2023,14/11/2023,36,3345.5,50,26,NG,Australia
1636,Sr.IT Support,2024-06-13,2024-07-20,37,1759.61,58,10,kenya,United States
1637,Data Analysis,2023-03-20,2023-04-08,19,2280.19,63,8,Pakistan,United Kingdom
1638,Jr Developer,2023-07-07,2023-08-12,36,,88,19,Philippines,Canada
1639,Human Resources Manager,2023-04-29,2023-06-01,33,7042.09,18,5,India,Australia
1640,Human Resources Manager,2024-03-16,2024-04-11,26,5480.73,68,29,Kenya,UAE
1641,Sr IT Support,2024-03-22,2024-04-25,34,,55,3,kenya,United Kingdom
1642,DataAnalyst,07/09/2023,26/09/2023,19,2423.88,18,4,pak,United Kingdom
1643,Jr Developer,2024-01-18,2024-02-03,16,2993.92,62,3,PK,United States
1644,Sr IT Support,2023-05-31,2023-07-02,32,2679.0,96,23,Kenya,Canada
1645,Sr.IT Support,21/06/2024,11/07/2024,20,,75,17,Pakistan,United Kingdom
1646,Junior Developer,06/05/2024,09/06/2024,34,1958.59,25,22,india,Canada
1647,Junior Dev,2023-03-14,2023-04-14,31,1297.14,17,28,philippines,Australia
1648,HR Mgr,2023-06-18,2023-07-04,16,2540.15,97,14,PK,UAE
1649,H.R. Manager,25/11/2023,21/12/2023,26,3298.37,4,7,India,UAE
1650,Jr.Developer,05/06/2024,06/07/2024,31,3245.83,83,28,Philippines,United States
1651,Data Anlyst,2023-02-01,2023-03-04,31,,72,3,India,United States
1652,Sr.IT Support,20/04/2024,28/05/2024,38,2108.56,44,10,Nigeria,Australia
1653,Data Anlyst,2024-05-14,2024-06-14,31,3566.14,89,19,Kenya,Australia
1654,Junior Developer,16/05/2024,23/06/2024,38,2407.98,69,17,NG,Australia
1655,Data Analyst,2023-10-23,2023-11-19,27,2887.36,30,11,kenya,UAE
1656,Junior Dev,2023-12-10,2024-01-10,31,2045.54,53,9,NG,UAE
1657,Junior Dev,23/05/2023,24/06/2023,32,3304.94,89,10,Kenya,United States
1658,DataAnalyst,29/07/2023,03/09/2023,36,3137.86,75,17,kenya,United States
1659,Jr.Developer,2023-12-12,2023-12-31,19,1617.2,83,26,pak,Canada
1660,HR manager,2024-04-15,2024-05-10,25,2453.03,19,9,IND,Australia
1661,Sr IT Support,2024-02-07,2024-02-26,19,3899.54,25,26,pak,UAE
